Time,Distance,TargetVelocity,ActualVelocity,StateOfCharge,BatteryPower,BatteryCurrent,MotorTorque,MotorSpeed,MilesPerGallon
64,0.230800757978262,24.60004077696,24.8790970697215,99.5715195849457,1.41735215308803,0.0195677692773445,0.0111334902958258,2422.21938954036,230.800757978262
65,0.237664009273937,24.5000406112,24.5384365097046,99.5714944186624,68.1455836624658,0.941040098440589,0.179234071744372,2389.0528075132,237.664009273937
66,0.244459598794247,24.70004094272,24.4976864940491,99.5668811453977,1599.46212238535,22.2245032459343,6.19748780706766,2385.08540155114,244.459598794247
67,0.251306025004161,24.80004110848,24.7873253246403,99.5576980582542,1491.89584746783,20.7214622706507,5.9958341008994,2413.28452748629,251.306025004161
68,0.258207247287816,24.70004094272,24.8324126326358,99.5522030254293,500.585889714894,6.92478153239033,2.10430564552598,2417.67421057417,258.207247287816
69,0.265079110082535,24.60004077696,24.6375002841212,99.5500871752271,387.979861111296,5.36443065811251,1.51225878820006,2398.69761875857,265.079110082535
70,0.271903600793735,24.60004077696,24.5354088027493,99.5465441960621,904.776748394041,12.5359636860021,3.54073579999373,2388.75803112029,271.903600793735
71,0.278744599496792,25.10004160576,24.842413498777,99.5367019888509,2663.96299942196,37.1755096031488,10.2994219886529,2418.64789108242,278.744599496792
72,0.285743438434831,25.60004243456,25.5549736359239,99.5207013596586,2836.81182826493,39.6166994448868,10.9647356528538,2488.02247391289,285.743438434831
73,0.292912684880227,25.70004260032,25.9432305157436,99.5095780934404,1093.15527838925,15.1571615986448,4.37111124684465,2525.82301545932,292.912684880227
74,0.300098822005784,25.40004210304,25.7179543997662,99.5076793553001,0.833071112423367,0.0114994979483222,0.00633528405319505,2503.89021883927,300.098822005784
75,0.307192583780357,24.90004127424,25.3584866148908,99.5076788455344,3.72927289049585e-05,5.14777263472526e-07,2.8790474404537e-07,2468.89257258224,307.192583780357
76,0.314187668137321,25.00004144,25.0130526379538,99.5075405159442,257.632677643756,3.55977140396989,0.758913854371996,2435.26125250668,314.187668137321
77,0.321133778942041,25.40004210304,25.1412474180622,99.500008455071,2355.59770197899,32.8270751435068,8.94452722355159,2447.74224734126,321.133778942041
78,0.328207419735772,26.0000430976,25.8472222461501,99.4836593019458,3298.0224270497,46.140727246831,12.4913136657153,2516.47568699664,328.207419735772
79,0.335473514337077,26.0000430976,26.3075851480159,99.4712714343055,930.519917416383,12.8927293038005,3.82687357040718,2561.29644331265,335.473514337077
80,0.342751337627937,25.70004260032,26.0317165496104,99.4699867954014,0.294025224487182,0.00405827635062365,0.00221045539863743,2534.43798192435,342.751337627937
81,0.349943427455925,26.10004326336,25.8669992696478,99.4664979461595,1825.27201090635,25.3779543841669,6.49057871427851,2518.40117045166,349.943427455925
82,0.357198958990008,26.70004425792,26.4764920353768,99.4508270419367,3485.66462176638,48.7992102993993,12.8193807062831,2577.74115336166,357.198958990008
83,0.364679674985137,27.500045584,27.4129237392929,99.42936084951,4063.70129086754,57.0277275289502,14.5457580523965,2668.91178643766,364.679674985137
84,0.372440139854547,28.60004740736,28.5099374445047,99.4038656338726,5040.25677065462,71.0188555086683,17.2615632891624,2775.71662183457,372.440139854547
85,0.380513885954183,29.30004856768,29.5219885202768,99.3789731776081,3599.6927074042,50.4135913116056,12.1858794701998,2874.24952807593,380.513885954183
86,0.388791922300884,29.80004939648,30.0093835946745,99.3624866062226,2497.35491503842,34.8126788758191,8.21818646213826,2921.70212638623,388.791922300884
87,0.397164003855873,30.10004989376,30.2365608568204,99.350185101008,2002.72647619081,27.8597705586246,6.50612027508631,2943.82001787122,397.164003855873
88,0.405586139480846,30.40005039104,30.4173856621331,99.3383619974916,2311.89273377762,32.1999185860601,7.39289209274001,2961.42505186063,405.586139480846
89,0.414072057553712,30.70005088832,30.6942196503753,99.3245844788347,2593.29451317438,36.160250379216,8.26505263186379,2988.37750323476,414.072057553712
90,0.422629223594227,30.70005088832,30.8490687101889,99.3131776862152,1412.64980200735,19.6027929936062,4.63170604043133,3003.45354856235,418.679291576036
91,0.43117710084476,30.5000505568,30.6405016833357,99.3084102333232,435.702388457458,6.02204425414049,1.45137796303426,2983.14754247833,424.200930148095
92,0.43964472173998,30.40005039104,30.3595187587836,99.3047552566519,1011.87109973897,14.017433061379,3.16430895764867,2955.79115224952,430.207885573691
93,0.448061274677942,30.30005022528,30.2577012539674,99.2980373636935,1319.12264239214,18.296672449328,4.26511530071036,2945.87823886406,434.190644626239
94,0.456465805441159,30.40005039104,30.2984163933801,99.2886865049794,2065.59396893262,28.7367242045706,6.61139214258752,2949.84224928844,436.442986038223
